FID,TB_IDN,F_AREA,TAM_Rai,FID_1,TB_IDN_1,TB_CODE,TB_TN,TB_EN,AP_IDN,AP_CODE,AP_TN,AP_EN,PV_IDN,PV_CODE,PV_TN,PV_EN,RE_NESDB,RE_ROYIN,COM_TN,TB_ID,X_text,Y_text
93,140801,7457665.686,4661.041053,432,140801,1,ผักไห่,Phak Hai,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ผักไห่,140801,100.3834984,14.46128833
94,140802,3919004.419,2449.377762,433,140802,2,อมฤต,Ammarit,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,อมฤต,140802,100.3570788,14.473008
95,140803,1043763.202,652.3520013,434,140803,3,บ้านแค,Ban Khae,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านแค,140803,100.4065782,14.49189565
96,140804,1692072.726,1057.545454,435,140804,4,ลาดน้ำเค็ม,Lat Nam Khem,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ลาดน้ำเค็ม,140804,100.3893962,14.47943155
97,140805,4409779.465,2756.112165,436,140805,5,ตาลาน,Ta Lan,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ตาลาน,140805,100.3784184,14.44598972
98,140806,5504596.353,3440.372721,437,140806,6,ท่าดินแดง,Tha Din Daeng,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ท่าดินแดง,140806,100.3856517,14.41515738
99,140807,13630332.14,8518.957586,438,140807,7,ดอนลาน,Don Lan,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ดอนลาน,140807,100.2861701,14.43182243
100,140808,14274778.72,8921.736698,439,140808,8,นาคู,Na Khu,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,นาคู,140808,100.2729297,14.46702001
101,140809,10738538.21,6711.586381,440,140809,9,กุฎี,Ku Di,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,กุฎี,140809,100.4068655,14.43333634
102,140810,15520432.33,9700.270205,441,140810,10,ลำตะเคียน,Lam Takhian,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ลำตะเคียน,140810,100.3177014,14.41905585
103,140811,2586579.132,1616.611957,442,140811,11,โคกช้าง,Khok Chang,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,โคกช้าง,140811,100.3854333,14.49993623
104,140812,11248840.52,7030.525327,443,140812,12,จักราช,Chakkarat,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,จักราช,140812,100.3283187,14.44586473
105,140813,7743715.055,4839.821909,444,140813,13,หนองน้ำใหญ่,Nong Nam Yai,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,หนองน้ำใหญ่,140813,100.3207784,14.47532731
106,140814,13817263.51,8635.789696,445,140814,14,ลาดชิด,Lat Chit,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ลาดชิด,140814,100.3588017,14.41951321
107,140815,5556513.389,3472.820868,446,140815,15,หน้าโคก,Na Khok,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,หน้าโคก,140815,100.36176,14.48914899
108,140816,1725344.699,1078.340437,447,140816,16,บ้านใหญ่,Ban Yai,1408,8,ผักไห่,Phak Hai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านใหญ่,140816,100.3878208,14.43522213
109,140906,731039.5176,456.8996985,453,140906,6,ไผ่ล้อม,Phai Lom,1409,9,ภาชี,Phachi,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ไผ่ล้อม,140906,100.6913785,14.46095525
110,141001,8840682.272,5525.42642,456,141001,1,ลาดบัวหลวง,Lat Bua Luang,1410,10,ลาดบัวหลวง,Lat Bua Luang,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ลาดบัวหลวง,141001,100.3167895,14.21182023
111,141002,11755618.24,7347.261402,457,141002,2,หลักชัย,Lak Chai,1410,10,ลาดบัวหลวง,Lat Bua Luang,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,หลักชัย,141002,100.2665807,14.19788646
112,141003,302429.0314,189.0181447,458,141003,3,สามเมือง,Sam Mueang,1410,10,ลาดบัวหลวง,Lat Bua Luang,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,สามเมือง,141003,100.3206265,14.13631919
113,141004,80678.27174,50.42391983,459,141004,4,พระยาบันลือ,Phraya Banlue,1410,10,ลาดบัวหลวง,Lat Bua Luang,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,พระยาบันลือ,141004,100.4188407,14.16022054
114,141005,346170.9726,216.3568579,460,141005,5,สิงหนาท,Singhanat,1410,10,ลาดบัวหลวง,Lat Bua Luang,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,สิงหนาท,141005,100.4340055,14.13915924
115,141006,702702.1531,439.1888457,461,141006,6,คู้สลอด,Khu Salot,1410,10,ลาดบัวหลวง,Lat Bua Luang,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,คู้สลอด,141006,100.3989764,14.19470385
116,141007,102644.2504,64.15265652,462,141007,7,คลองพระยาบันลือ,Khlong Phraya Banlue,1410,10,ลาดบัวหลวง,Lat Bua Luang,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,คลองพระยาบันลือ,141007,100.3745937,14.14170754
117,141101,1582172.872,988.8580451,463,141101,1,ลำตาเสา,Lam Ta Sao,1411,11,วังน้อย,Wang Noi,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ลำตาเสา,141101,100.7042887,14.28288596
118,141102,4027452.537,2517.157836,464,141102,2,บ่อตาโล่,Bo Ta Lo,1411,11,วังน้อย,Wang Noi,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ่อตาโล่,141102,100.6660586,14.24323755
119,141103,85867.08875,53.66693047,465,141103,3,วังน้อย,Wang Noi,1411,11,วังน้อย,Wang Noi,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,วังน้อย,141103,100.6759565,14.18546003
120,141104,2004740.115,1252.962572,466,141104,4,ลำไทร,Lam Sai,1411,11,วังน้อย,Wang Noi,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ลำไทร,141104,100.6309547,14.20162616
121,141106,150320.039,93.9500244,468,141106,6,พยอม,Phayom,1411,11,วังน้อย,Wang Noi,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,พยอม,141106,100.6388013,14.17377256
122,141107,1951781.515,1219.863447,469,141107,7,หันตะเภา,Han Taphao,1411,11,วังน้อย,Wang Noi,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,หันตะเภา,141107,100.7565367,14.29922769
123,141110,101407.8039,63.37987741,472,141110,10,ชะแมบ,Chamaep,1411,11,วังน้อย,Wang Noi,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ชะแมบ,141110,100.7417778,14.26859206
124,141201,39774.37185,24.85898241,473,141201,1,เสนา,Sena,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,เสนา,141201,100.396538,14.32598461
125,141202,7047428.851,4404.643032,474,141202,2,บ้านแพน,Ban Phaen,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านแพน,141202,100.4180283,14.34174615
126,141203,5456749.94,3410.468712,475,141203,3,เจ้าเจ็ด,Chao Chet,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,เจ้าเจ็ด,141203,100.3780867,14.29938313
127,141204,1532613.202,957.883251,476,141204,4,สามกอ,Sam Ko,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,สามกอ,141204,100.3935069,14.30238516
128,141205,1161805.888,726.1286798,477,141205,5,บางนมโค,Bang Nom Kho,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บางนมโค,141205,100.4254064,14.30755669
129,141206,7519247.655,4699.529784,478,141206,6,หัวเวียง,Hua Wiang,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,หัวเวียง,141206,100.395295,14.37358352
130,141207,11388837.3,7118.023312,479,141207,7,มารวิชัย,Man Wichai,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,มารวิชัย,141207,100.3744201,14.24256981
131,141208,7263815.042,4539.884401,480,141208,8,บ้านโพธิ์,Ban Pho,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านโพธิ์,141208,100.3948301,14.35534322
132,141209,13275349.34,8297.093337,481,141209,9,รางจรเข้,Rang Chorakhe,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,รางจรเข้,141209,100.3604201,14.34796614
133,141210,8007867.494,5004.917184,482,141210,10,บ้านกระทุ่ม,Ban Krathum,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านกระทุ่ม,141210,100.3932475,14.39292808
134,141211,7969053.59,4980.658494,483,141211,11,บ้านแถว,Ban Thaeo,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านแถว,141211,100.3483569,14.29640652
135,141212,25088745.11,15680.4657,484,141212,12,ชายนา,Chai Na,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ชายนา,141212,100.3477862,14.25954318
136,141213,8856549.701,5535.343563,485,141213,13,สามตุ่ม,Sam Tum,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,สามตุ่ม,141213,100.4030733,14.24055123
137,141214,5279260.345,3299.537716,486,141214,14,ลาดงา,Lat Nga,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ลาดงา,141214,100.3590487,14.3754065
138,141215,17673395.76,11045.87235,487,141215,15,ดอนทอง,Don Thong,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ดอนทอง,141215,100.3062714,14.24027133
139,141216,1820151.038,1137.594399,488,141216,16,บ้านหลวง,Ban Luang,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านหลวง,141216,100.3968884,14.27566051
140,141217,4979687.333,3112.304583,489,141217,17,เจ้าเสด็จ,Chao Sadet,1412,12,เสนา,Sena,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,เจ้าเสด็จ,141217,100.3653778,14.33171661
141,141301,20485253.07,12803.28317,490,141301,1,บางซ้าย,Bang Sai,1413,13,บางซ้าย,Bang Sai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บางซ้าย,141301,100.2846711,14.31377507
142,141302,5887672.364,3679.795228,491,141302,2,แก้วฟ้า,Kaeo Fa,1413,13,บางซ้าย,Bang Sai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,แก้วฟ้า,141302,100.3234724,14.31270916
143,141303,15231601.72,9519.751075,492,141303,3,เต่าเล่า,Tao Lao,1413,13,บางซ้าย,Bang Sai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,เต่าเล่า,141303,100.3179139,14.34456727
144,141304,41039968.19,25649.98012,493,141304,4,ปลายกลัด,Plai Klat,1413,13,บางซ้าย,Bang Sai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ปลายกลัด,141304,100.3142414,14.3827463
145,141305,24785938.73,15491.21171,494,141305,5,เทพมงคล,Thep Mongkhon,1413,13,บางซ้าย,Bang Sai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,เทพมงคล,141305,100.2645901,14.23781807
146,141306,21238008.77,13273.75548,495,141306,6,วังพัฒนา,Wang Phatthana,1413,13,บางซ้าย,Bang Sai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,วังพัฒนา,141306,100.2937326,14.27686364
147,141401,332797.0997,207.9981873,496,141401,1,คานหาม,Khan Ham,1414,14,อุทัย,Uthai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,คานหาม,141401,100.6283942,14.34246337
148,141402,635077.2839,396.9233025,497,141402,2,บ้านช้าง,Ban Chang,1414,14,อุทัย,Uthai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านช้าง,141402,100.6712955,14.31521581
149,141403,94833.98741,59.27124213,498,141403,3,สามบัณฑิต,Sam Bandit,1414,14,อุทัย,Uthai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,สามบัณฑิต,141403,100.7248991,14.33848184
150,141404,316549.5943,197.8434965,499,141404,4,บ้านหีบ,Ban Hip,1414,14,อุทัย,Uthai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านหีบ,141404,100.6885703,14.36660176
151,141406,706443.6086,441.5272554,501,141406,6,อุทัย,Uthai,1414,14,อุทัย,Uthai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,อุทัย,141406,100.6626433,14.37087086
152,141407,299523.1555,187.2019722,502,141407,7,เสนา,Sena,1414,14,อุทัย,Uthai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,เสนา,141407,100.6891457,14.38835925
153,141408,100663.4005,62.91462529,503,141408,8,หนองน้ำส้ม,Nong Nam Som,1414,14,อุทัย,Uthai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,หนองน้ำส้ม,141408,100.7246528,14.32805778
154,141409,860169.0537,537.6056586,504,141409,9,โพสาวหาญ,Pho Sao Han,1414,14,อุทัย,Uthai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,โพสาวหาญ,141409,100.7583339,14.32518733
155,141410,325761.2004,203.6007502,505,141410,10,ธนู,Thanu,1414,14,อุทัย,Uthai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ธนู,141410,100.6255341,14.35141908
156,141411,1114000.373,696.2502333,506,141411,11,ข้าวเม่า,Khao Mao,1414,14,อุทัย,Uthai,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ข้าวเม่า,141411,100.6270207,14.37262121
157,141501,1044124.087,652.5775547,507,141501,1,หัวไผ่,Hua Phai,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,หัวไผ่,141501,100.5317838,14.53083924
158,141502,8099643.936,5062.27746,508,141502,2,กะทุ่ม,Kathum,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,กะทุ่ม,141502,100.5633725,14.54756715
159,141503,1991517.451,1244.698407,509,141503,3,มหาราช,Maharat,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,มหาราช,141503,100.5311709,14.5499006
160,141504,3380030.769,2112.519231,510,141504,4,น้ำเต้า,Namtao,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,น้ำเต้า,141504,100.5506487,14.56343575
161,141505,7350577.737,4594.111085,511,141505,5,บางนา,Bang Na,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บางนา,141505,100.5835355,14.57134752
162,141506,1599708.058,999.8175364,512,141506,6,โรงช้าง,Rong Chang,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,โรงช้าง,141506,100.5718415,14.60374179
163,141507,1293246.189,808.2788679,513,141507,7,เจ้าปลุก,Chao Pluk,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,เจ้าปลุก,141507,100.5491709,14.57544081
164,141508,1338126.137,836.3288358,514,141508,8,พิตเพียน,Phit Phian,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,พิตเพียน,141508,100.5351655,14.6073875
165,141509,4642020.193,2901.26262,515,141509,9,บ้านนา,Ban Na,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านนา,141509,100.5158717,14.60671062
166,141510,2003532.87,1252.208044,516,141510,10,บ้านขวาง,Ban Khwang,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านขวาง,141510,100.524868,14.57853136
167,141511,502024.2952,313.7651845,517,141511,11,ท่าตอ,Tha To,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,ท่าตอ,141511,100.5105577,14.55785222
168,141512,806604.4398,504.1277748,518,141512,12,บ้านใหม่,Ban Mai,1415,15,มหาราช,Maha Rat,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านใหม่,141512,100.4957227,14.53352343
169,141601,917859.2587,573.6620367,519,141601,1,บ้านแพรก,Ban Phraek,1416,16,บ้านแพรก,Ban Phraek,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านแพรก,141601,100.5771282,14.64512974
170,141602,683739.6368,427.337273,520,141602,2,บ้านใหม่,Ban Mai,1416,16,บ้านแพรก,Ban Phraek,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,บ้านใหม่,141602,100.5828056,14.65714541
171,141603,421726.3518,263.5789699,521,141603,3,สำพะเนียง,Sam Phaniang,1416,16,บ้านแพรก,Ban Phraek,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,สำพะเนียง,141603,100.5583983,14.63950327
172,141604,3228584.325,2017.865203,522,141604,4,คลองน้อย,Khlong Noi,1416,16,บ้านแพรก,Ban Phraek,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,คลองน้อย,141604,100.5408029,14.63463299
173,141605,3891173.167,2431.983229,523,141605,5,สองห้อง,Song Hong,1416,16,บ้านแพรก,Ban Phraek,14,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,Central,Central,สองห้อง,141605,100.5240923,14.63883366
174,150112,306221.2184,191.3882615,535,150112,12,บ้านรี,Ban Ri,1501,1,เมืองอ่างทอง,Mueang Ang Thong,15,15,อ่างทอง,Ang Thong,Central,Central,บ้านรี,150112,100.4916974,14.60791935
175,150201,302101.4891,188.8134307,538,150201,1,จรเข้ร้อง,Chorakhe Rong,1502,2,ไชโย,Chaiyo,15,15,อ่างทอง,Ang Thong,Central,Central,จรเข้ร้อง,150201,100.5032127,14.65994544
176,150203,320904.6597,200.5654123,540,150203,3,ชัยฤทธิ์,Chaiyarit,1502,2,ไชโย,Chaiyo,15,15,อ่างทอง,Ang Thong,Central,Central,ชัยฤทธิ์,150203,100.4996654,14.62708077
177,150303,667182.3998,416.9889999,549,150303,3,สายทอง,Sai Thong,1503,3,ป่าโมก,Pa Mok,15,15,อ่างทอง,Ang Thong,Central,Central,สายทอง,150303,100.4931811,14.52780875
178,150305,3808931.674,2380.582296,551,150305,5,บางเสด็จ,Bang Sadet,1503,3,ป่าโมก,Pa Mok,15,15,อ่างทอง,Ang Thong,Central,Central,บางเสด็จ,150305,100.4851475,14.45335976
179,150307,5366345.314,3353.965821,553,150307,7,เอกราช,Ekkarat,1503,3,ป่าโมก,Pa Mok,15,15,อ่างทอง,Ang Thong,Central,Central,เอกราช,150307,100.4090338,14.50709411
180,150308,2984622.888,1865.389305,554,150308,8,โผงเผง,Phong Pheng,1503,3,ป่าโมก,Pa Mok,15,15,อ่างทอง,Ang Thong,Central,Central,โผงเผง,150308,100.4323492,14.44508724
181,150607,8644384.249,5402.740155,583,150607,7,บางจัก,Bang Chak,1506,6,วิเศษชัยชาญ,Wiset Chai Chan,15,15,อ่างทอง,Ang Thong,Central,Central,บางจัก,150607,100.3497192,14.49654615
182,150610,3745757.001,2341.098126,586,150610,10,ไผ่วง,Phai Wong,1506,6,วิเศษชัยชาญ,Wiset Chai Chan,15,15,อ่างทอง,Ang Thong,Central,Central,ไผ่วง,150610,100.2610732,14.48779874
183,150614,4561302.351,2850.81397,590,150614,14,หลักแก้ว,Lak Kaeo,1506,6,วิเศษชัยชาญ,Wiset Chai Chan,15,15,อ่างทอง,Ang Thong,Central,Central,หลักแก้ว,150614,100.2945078,14.49594652
184,160104,1546962.438,966.8515236,600,160104,4,โก่งธนู,Kong Thanu,1601,1,เมืองลพบุรี,Mueang Lop Buri,16,16,ลพบุรี,Lop Buri,Central,Central,โก่งธนู,160104,100.5828991,14.66424697
185,160124,4086502.184,2554.063865,619,160124,24,สี่คลอง,Si Khlong,1601,1,เมืองลพบุรี,Mueang Lop Buri,16,16,ลพบุรี,Lop Buri,Central,Central,สี่คลอง,160124,100.5719533,14.66183937
186,190312,59591.6533,37.24478331,850,190312,12,หนองแขม,Nong Khaem,1903,3,หนองแค,Nong Khae,19,19,สระบุรี,Saraburi,Central,Central,หนองแขม,190312,100.7749934,14.33237996
187,720106,10921620.96,6826.013098,5856,720106,6,โคกโคเฒ่า,Khok Kho Thao,7201,1,เมืองสุพรรณบุรี,Mueang Saphan Buri,72,72,สุพรรณบุรี,Suphan Buri,West,Central,โคกโคเฒ่า,720106,100.2496141,14.47540718
188,720406,27073829.42,16921.14339,5896,720406,6,สาลี,Sali,7204,4,บางปลาม้า,Bang Pla Ma,72,72,สุพรรณบุรี,Suphan Buri,West,Central,สาลี,720406,100.2475931,14.27703212
189,720407,12795162.4,7996.976499,5897,720407,7,ไผ่กองดิน,Phai Kong Din,7204,4,บางปลาม้า,Bang Pla Ma,72,72,สุพรรณบุรี,Suphan Buri,West,Central,ไผ่กองดิน,720407,100.2696109,14.33099543
190,720408,31782918.66,19864.32416,5898,720408,8,องครักษ์,Ongkharak,7204,4,บางปลาม้า,Bang Pla Ma,72,72,สุพรรณบุรี,Suphan Buri,West,Central,องครักษ์,720408,100.2724751,14.3847408
191,720409,29770554.02,18606.59626,5899,720409,9,จรเข้ใหญ่,Chorakhe Yai,7204,4,บางปลาม้า,Bang Pla Ma,72,72,สุพรรณบุรี,Suphan Buri,West,Central,จรเข้ใหญ่,720409,100.2738687,14.42111327